"COU","Country","SOURCE","Source","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,24071,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2005","2005","M3","Cubic metres","6","Millions",,,13280,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,13849,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,16999.16668,"B","Break"
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2016","2016","M3","Cubic metres","6","Millions",,,15772.30506,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2017","2017","M3","Cubic metres","6","Millions",,,16642.73801,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2018","2018","M3","Cubic metres","6","Millions",,,17564.52175,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2019","2019","M3","Cubic metres","6","Millions",,,15349.86618,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2020","2020","M3","Cubic metres","6","Millions",,,13323.21597,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2021","2021","M3","Cubic metres","6","Millions",,,16250.77807,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","1995","1995","M3","Cubic metres","6","Millions",,,1852,"E","Estimated value"
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2005","2005","M3","Cubic metres","6","Millions",,,4523,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,2945,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,2861.97968,"B","Break"
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,2897.78928,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2017","2017","M3","Cubic metres","6","Millions",,,2860.81752,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2018","2018","M3","Cubic metres","6","Millions",,,2992.92182,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2019","2019","M3","Cubic metres","6","Millions",,,3043.89042,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2020","2020","M3","Cubic metres","6","Millions",,,2988.10191,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2021","2021","M3","Cubic metres","6","Millions",,,2912.4244,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2005","2005","M3","Cubic metres","6","Millions",,,12242.8418,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2010","2010","M3","Cubic metres","6","Millions",,,3707,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2015","2015","M3","Cubic metres","6","Millions",,,3254.80931,"B","Break"
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2016","2016","M3","Cubic metres","6","Millions",,,3368.67211,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2017","2017","M3","Cubic metres","6","Millions",,,3221.2354,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2018","2018","M3","Cubic metres","6","Millions",,,3381.38807,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2019","2019","M3","Cubic metres","6","Millions",,,3113.37614,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2020","2020","M3","Cubic metres","6","Millions",,,2702.55054,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2021","2021","M3","Cubic metres","6","Millions",,,2808.52177,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2005","2005","M3","Cubic metres","6","Millions",,,6582,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2010","2010","M3","Cubic metres","6","Millions",,,3267,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2015","2015","M3","Cubic metres","6","Millions",,,3254.80931,"B","Break"
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2016","2016","M3","Cubic metres","6","Millions",,,3368.67211,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2017","2017","M3","Cubic metres","6","Millions",,,3221.2354,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2018","2018","M3","Cubic metres","6","Millions",,,3381.38807,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2019","2019","M3","Cubic metres","6","Millions",,,3113.37614,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2020","2020","M3","Cubic metres","6","Millions",,,2702.55054,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2021","2021","M3","Cubic metres","6","Millions",,,2808.52177,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2005","2005","M3","Cubic metres","6","Millions",,,246,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2010","2010","M3","Cubic metres","6","Millions",,,322,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2015","2015","M3","Cubic metres","6","Millions",,,354.91516,"B","Break"
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2016","2016","M3","Cubic metres","6","Millions",,,341.40174,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2017","2017","M3","Cubic metres","6","Millions",,,343.72184,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2018","2018","M3","Cubic metres","6","Millions",,,366.50273,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2019","2019","M3","Cubic metres","6","Millions",,,398.4584,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2020","2020","M3","Cubic metres","6","Millions",,,362.91732,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","1995","1995","M3CAP","Cubic metres per capita","0","Units",,,1336.915,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2005","2005","M3CAP","Cubic metres per capita","0","Units",,,658.1802,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2010","2010","M3CAP","Cubic metres per capita","0","Units",,,628.5928,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2015","2015","M3CAP","Cubic metres per capita","0","Units",,,713.7711,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2016","2016","M3CAP","Cubic metres per capita","0","Units",,,651.9932,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2017","2017","M3CAP","Cubic metres per capita","0","Units",,,676.4829,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2018","2018","M3CAP","Cubic metres per capita","0","Units",,,703.0677,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2019","2019","M3CAP","Cubic metres per capita","0","Units",,,605.1415,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2020","2020","M3CAP","Cubic metres per capita","0","Units",,,518.5489,,
"AUS","Australia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2021","2021","M3CAP","Cubic metres per capita","0","Units",,,631.3889,,
"AUS","Australia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,19109,"E","Estimated value"
"AUS","Australia","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2005","2005","M3","Cubic metres","6","Millions",,,9059.7002,"E","Estimated value"
"AUS","Australia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,4962,"E","Estimated value"
"AUS","Australia","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2005","2005","M3","Cubic metres","6","Millions",,,3183.14185,"E","Estimated value"
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","1980","1980","M3","Cubic metres","6","Millions",,,558.20001,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","1990","1990","M3","Cubic metres","6","Millions",,,612.90002,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","1995","1995","M3","Cubic metres","6","Millions",,,637.70001,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,688.90002,"E","Estimated value"
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2017","2017","M3","Cubic metres","6","Millions",,,706.09998,"E","Estimated value"
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2018","2018","M3","Cubic metres","6","Millions",,,719,"E","Estimated value"
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","1980","1980","M3","Cubic metres","6","Millions",,,90,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","1990","1990","M3","Cubic metres","6","Millions",,,100,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","1995","1995","M3","Cubic metres","6","Millions",,,100,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2000","2000","M3","Cubic metres","6","Millions",,,100,"E","Estimated value"
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","1980","1980","M3","Cubic metres","6","Millions",,,50,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","1990","1990","M3","Cubic metres","6","Millions",,,50,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","1995","1995","M3","Cubic metres","6","Millions",,,64.8,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","1980","1980","M3","Cubic metres","6","Millions",,,1560.30005,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","1990","1990","M3","Cubic metres","6","Millions",,,1455.90002,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","1995","1995","M3","Cubic metres","6","Millions",,,1284.69995,,
"AUT","Austria","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2000","2000","M3","Cubic metres","6","Millions",,,1259.19995,,
"AUT","Austria","SURFACE","Fresh surface water","PUBLIC","Public water supply","1980","1980","M3","Cubic metres","6","Millions",,,4.1,,
"AUT","Austria","SURFACE","Fresh surface water","PUBLIC","Public water supply","1990","1990","M3","Cubic metres","6","Millions",,,4.4,,
"AUT","Austria","SURFACE","Fresh surface water","PUBLIC","Public water supply","1995","1995","M3","Cubic metres","6","Millions",,,3.8,,
"AUT","Austria","SURFACE","Fresh surface water","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,0,"E","Estimated value"
"AUT","Austria","SURFACE","Fresh surface water","PUBLIC","Public water supply","2017","2017","M3","Cubic metres","6","Millions",,,0,"E","Estimated value"
"AUT","Austria","SURFACE","Fresh surface water","PUBLIC","Public water supply","2018","2018","M3","Cubic metres","6","Millions",,,0,"E","Estimated value"
"AUT","Austria","SURFACE","Fresh surface water","PUBLIC","Public water supply","2019","2019","M3","Cubic metres","6","Millions",,,0,"E","Estimated value"
"AUT","Austria","SURFACE","Fresh surface water","PUBLIC","Public water supply","2020","2020","M3","Cubic metres","6","Millions",,,0,,
"AUT","Austria","SURFACE","Fresh surface water","PUBLIC","Public water supply","2021","2021","M3","Cubic metres","6","Millions",,,0,,
"AUT","Austria","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","1980","1980","M3","Cubic metres","6","Millions",,,0,,
"AUT","Austria","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","1990","1990","M3","Cubic metres","6","Millions",,,0,,
"AUT","Austria","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","1995","1995","M3","Cubic metres","6","Millions",,,0,,
"AUT","Austria","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2000","2000","M3","Cubic metres","6","Millions",,,0,,
"AUT","Austria","SURFACE","Fresh surface water","IRRIG","Irrigation","1980","1980","M3","Cubic metres","6","Millions",,,0,,
"AUT","Austria","SURFACE","Fresh surface water","IRRIG","Irrigation","1990","1990","M3","Cubic metres","6","Millions",,,0,,
"AUT","Austria","SURFACE","Fresh surface water","IRRIG","Irrigation","1995","1995","M3","Cubic metres","6","Millions",,,0,,
"AUT","Austria","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","1980","1980","M3","Cubic metres","6","Millions",,,1069.7,,
"AUT","Austria","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","1990","1990","M3","Cubic metres","6","Millions",,,990.7,,
"AUT","Austria","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","1995","1995","M3","Cubic metres","6","Millions",,,909.1,,
"AUT","Austria","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2000","2000","M3","Cubic metres","6","Millions",,,921.6,,
"AUT","Austria","GROUND","Fresh ground water","PUBLIC","Public water supply","1980","1980","M3","Cubic metres","6","Millions",,,554.1,,
"AUT","Austria","GROUND","Fresh ground water","PUBLIC","Public water supply","1990","1990","M3","Cubic metres","6","Millions",,,608.5,,
"AUT","Austria","GROUND","Fresh ground water","PUBLIC","Public water supply","1995","1995","M3","Cubic metres","6","Millions",,,633.9,,
"AUT","Austria","GROUND","Fresh ground water","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,685,,
"AUT","Austria","GROUND","Fresh ground water","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,712.6,"E","Estimated value"
"AUT","Austria","GROUND","Fresh ground water","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,688.9,"E","Estimated value"
"AUT","Austria","GROUND","Fresh ground water","PUBLIC","Public water supply","2017","2017","M3","Cubic metres","6","Millions",,,706.1,"E","Estimated value"
"AUT","Austria","GROUND","Fresh ground water","PUBLIC","Public water supply","2018","2018","M3","Cubic metres","6","Millions",,,719,"E","Estimated value"
"AUT","Austria","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","1980","1980","M3","Cubic metres","6","Millions",,,90,,
"AUT","Austria","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","1990","1990","M3","Cubic metres","6","Millions",,,100,,
"AUT","Austria","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","1995","1995","M3","Cubic metres","6","Millions",,,100,,
"AUT","Austria","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2000","2000","M3","Cubic metres","6","Millions",,,100,,
"AUT","Austria","GROUND","Fresh ground water","IRRIG","Irrigation","1980","1980","M3","Cubic metres","6","Millions",,,50,,
"AUT","Austria","GROUND","Fresh ground water","IRRIG","Irrigation","1990","1990","M3","Cubic metres","6","Millions",,,50,,
"AUT","Austria","GROUND","Fresh ground water","IRRIG","Irrigation","1995","1995","M3","Cubic metres","6","Millions",,,64.8,,
"AUT","Austria","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","1980","1980","M3","Cubic metres","6","Millions",,,490.6,,
"AUT","Austria","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","1990","1990","M3","Cubic metres","6","Millions",,,465.2,,
"AUT","Austria","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","1995","1995","M3","Cubic metres","6","Millions",,,375.6,,
"AUT","Austria","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2000","2000","M3","Cubic metres","6","Millions",,,337.6,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,8247.7998,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2000","2000","M3","Cubic metres","6","Millions",,,7505.0752,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2005","2005","M3","Cubic metres","6","Millions",,,6362.28076,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,6032.87207,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,4061.42383,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2016","2016","M3","Cubic metres","6","Millions",,,4710.05664,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2017","2017","M3","Cubic metres","6","Millions",,,4453.30322,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2018","2018","M3","Cubic metres","6","Millions",,,4176.76416,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2019","2019","M3","Cubic metres","6","Millions",,,4531.34521,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","1990","1990","M3","Cubic metres","6","Millions",,,685,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","1995","1995","M3","Cubic metres","6","Millions",,,726.59998,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2000","2000","M3","Cubic metres","6","Millions",,,727.56769,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2005","2005","M3","Cubic metres","6","Millions",,,720.3421,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,715.16052,"E","Estimated value"
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,739.49048,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,728.0675,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2017","2017","M3","Cubic metres","6","Millions",,,736.638,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2018","2018","M3","Cubic metres","6","Millions",,,747.1076,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2019","2019","M3","Cubic metres","6","Millions",,,743.14331,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2020","2020","M3","Cubic metres","6","Millions",,,757.46051,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","1995","1995","M3","Cubic metres","6","Millions",,,12.5,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2000","2000","M3","Cubic metres","6","Millions",,,35.26469,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2005","2005","M3","Cubic metres","6","Millions",,,33.35669,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2010","2010","M3","Cubic metres","6","Millions",,,41.26953,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2015","2015","M3","Cubic metres","6","Millions",,,46.20258,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2016","2016","M3","Cubic metres","6","Millions",,,40.87169,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2017","2017","M3","Cubic metres","6","Millions",,,45.72021,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2018","2018","M3","Cubic metres","6","Millions",,,54.45536,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2019","2019","M3","Cubic metres","6","Millions",,,51.20878,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2020","2020","M3","Cubic metres","6","Millions",,,56.2067,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","1990","1990","M3","Cubic metres","6","Millions",,,0,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","1995","1995","M3","Cubic metres","6","Millions",,,0,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","1995","1995","M3","Cubic metres","6","Millions",,,1575.19995,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2000","2000","M3","Cubic metres","6","Millions",,,1527.55688,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2005","2005","M3","Cubic metres","6","Millions",,,1253.5332,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2010","2010","M3","Cubic metres","6","Millions",,,1158.11646,"E","Estimated value"
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2015","2015","M3","Cubic metres","6","Millions",,,954.01031,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2016","2016","M3","Cubic metres","6","Millions",,,956.96289,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2017","2017","M3","Cubic metres","6","Millions",,,1041.77356,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2018","2018","M3","Cubic metres","6","Millions",,,1022.90399,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2019","2019","M3","Cubic metres","6","Millions",,,980.90723,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","1995","1995","M3CAP","Cubic metres per capita","0","Units",,,813.6481,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2000","2000","M3CAP","Cubic metres per capita","0","Units",,,732.1134,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2005","2005","M3CAP","Cubic metres per capita","0","Units",,,607.168,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2010","2010","M3CAP","Cubic metres per capita","0","Units",,,553.6986,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2015","2015","M3CAP","Cubic metres per capita","0","Units",,,361.3857,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2016","2016","M3CAP","Cubic metres per capita","0","Units",,,417.0036,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2017","2017","M3CAP","Cubic metres per capita","0","Units",,,392.3933,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2018","2018","M3CAP","Cubic metres per capita","0","Units",,,366.2627,,
"BEL","Belgium","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2019","2019","M3CAP","Cubic metres per capita","0","Units",,,395.3355,,
"BEL","Belgium","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,7532,,
"BEL","Belgium","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2000","2000","M3","Cubic metres","6","Millions",,,6840.38,,
"BEL","Belgium","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2005","2005","M3","Cubic metres","6","Millions",,,5742.317,,
"BEL","Belgium","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,5417.281,,
"BEL","Belgium","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,3438.9,,
"BEL","Belgium","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2016","2016","M3","Cubic metres","6","Millions",,,4092.085,,
"BEL","Belgium","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2017","2017","M3","Cubic metres","6","Millions",,,3841.469,,
"BEL","Belgium","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2018","2018","M3","Cubic metres","6","Millions",,,3548.782,,
"BEL","Belgium","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2019","2019","M3","Cubic metres","6","Millions",,,3920.025,,
"BEL","Belgium","SURFACE","Fresh surface water","PUBLIC","Public water supply","1990","1990","M3","Cubic metres","6","Millions",,,175,,
"BEL","Belgium","SURFACE","Fresh surface water","PUBLIC","Public water supply","1995","1995","M3","Cubic metres","6","Millions",,,214.6,,
"BEL","Belgium","SURFACE","Fresh surface water","PUBLIC","Public water supply","2000","2000","M3","Cubic metres","6","Millions",,,248.578,,
"BEL","Belgium","SURFACE","Fresh surface water","PUBLIC","Public water supply","2005","2005","M3","Cubic metres","6","Millions",,,263.731,,
"BEL","Belgium","SURFACE","Fresh surface water","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,263,,
"BEL","Belgium","SURFACE","Fresh surface water","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,272.9581,,
"BEL","Belgium","SURFACE","Fresh surface water","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,261.6077,,
"BEL","Belgium","SURFACE","Fresh surface water","PUBLIC","Public water supply","2017","2017","M3","Cubic metres","6","Millions",,,279.8663,,
"BEL","Belgium","SURFACE","Fresh surface water","PUBLIC","Public water supply","2018","2018","M3","Cubic metres","6","Millions",,,282.8802,,
