"COU","Country","SOURCE","Source","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","GROUND","Fresh ground water","COOL_IND","Manufacturing cooling","2015","2015",,,"0","Units",,,71.78,,
"NLD","Netherlands","GROUND","Fresh ground water","COOL_IND","Manufacturing cooling","2016","2016",,,"0","Units",,,74.24,,
"NLD","Netherlands","GROUND","Fresh ground water","COOL_IND","Manufacturing cooling","2017","2017",,,"0","Units",,,60.09,,
"NLD","Netherlands","GROUND","Fresh ground water","COOL_IND","Manufacturing cooling","2018","2018",,,"0","Units",,,62.73,,
"NLD","Netherlands","GROUND","Fresh ground water","COOL_IND","Manufacturing cooling","2019","2019",,,"0","Units",,,61.3,,
"NLD","Netherlands","GROUND","Fresh ground water","COOL_IND","Manufacturing cooling","2020","2020",,,"0","Units",,,50,,
"GBR-ENGWLS","England and Wales","SURFACE","Fresh surface water","COOL_IND","Manufacturing cooling","1980","1980",,,"0","Units",,,1225.7,,
"GBR-ENGWLS","England and Wales","SURFACE","Fresh surface water","COOL_IND","Manufacturing cooling","1990","1990",,,"0","Units",,,981.6,,
"GBR-ENGWLS","England and Wales","SURFACE","Fresh surface water","COOL_IND","Manufacturing cooling","1995","1995",,,"0","Units",,,279.4,,
"GBR-ENGWLS","England and Wales","SURFACE","Fresh surface water","COOL_IND","Manufacturing cooling","2000","2000",,,"0","Units",,,650.4,,
"CAN","Canada","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","1980","1980",,,"0","Units",,,75,,
"CAN","Canada","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","1990","1990",,,"0","Units",,,135,,
"CAN","Canada","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","1995","1995",,,"0","Units",,,129.7,,
"CAN","Canada","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","2015","2015",,,"0","Units",,,0.5,,
"CHN","China (People's Republic of)","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2000","2000","M3","Cubic metres","6","Millions",,,444040,,
"CHN","China (People's Republic of)","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2005","2005","M3","Cubic metres","6","Millions",,,457220,,
"CHN","China (People's Republic of)","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,488160,,
"CHN","China (People's Republic of)","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,496950,,
"CHN","China (People's Republic of)","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2016","2016","M3","Cubic metres","6","Millions",,,491240,,
"CHN","China (People's Republic of)","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2017","2017","M3","Cubic metres","6","Millions",,,494550,,
"CHN","China (People's Republic of)","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2018","2018","M3","Cubic metres","6","Millions",,,495270,,
"CHN","China (People's Republic of)","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2019","2019","M3","Cubic metres","6","Millions",,,498250,,
"CHN","China (People's Republic of)","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2020","2020","M3","Cubic metres","6","Millions",,,479230,,
"LUX","Luxembourg","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","1990","1990",,,"0","Units",,,0,,
"LUX","Luxembourg","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","1995","1995",,,"0","Units",,,0,,
"LUX","Luxembourg","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","2000","2000",,,"0","Units",,,0,,
"LUX","Luxembourg","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","2005","2005",,,"0","Units",,,0,,
"LUX","Luxembourg","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","2010","2010",,,"0","Units",,,0,,
"LUX","Luxembourg","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","2015","2015",,,"0","Units",,,0,,
"LUX","Luxembourg","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","2016","2016",,,"0","Units",,,0,,
"LUX","Luxembourg","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","2017","2017",,,"0","Units",,,0,,
"LUX","Luxembourg","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","2018","2018",,,"0","Units",,,0,,
"LUX","Luxembourg","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","2019","2019",,,"0","Units",,,0,,
"LUX","Luxembourg","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","2020","2020",,,"0","Units",,,0,,
"BRA","Brazil","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","1990","1990","M3","Cubic metres","6","Millions",,,16892.4531,,
"BRA","Brazil","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","1995","1995","M3","Cubic metres","6","Millions",,,18858.0508,,
"BRA","Brazil","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2000","2000","M3","Cubic metres","6","Millions",,,21258.5059,,
"BRA","Brazil","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2005","2005","M3","Cubic metres","6","Millions",,,26589.9883,,
"BRA","Brazil","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2010","2010","M3","Cubic metres","6","Millions",,,29582.959,,
"BRA","Brazil","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2015","2015","M3","Cubic metres","6","Millions",,,38408.5299,,
"BRA","Brazil","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2016","2016","M3","Cubic metres","6","Millions",,,40352.7029,,
"BRA","Brazil","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2017","2017","M3","Cubic metres","6","Millions",,,39434.3742,,
"CHE","Switzerland","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","1995","1995",,,"0","Units",,,0,,
"NLD","Netherlands","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","1970","1970",,,"0","Units",,,7898,,
"NLD","Netherlands","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","1980","1980",,,"0","Units",,,6015,,
"NLD","Netherlands","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","1990","1990",,,"0","Units",,,5141,,
"NLD","Netherlands","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2005","2005",,,"0","Units",,,6667.81006,,
"NLD","Netherlands","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2010","2010",,,"0","Units",,,6147.62988,,
"NLD","Netherlands","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2015","2015",,,"0","Units",,,4346.24023,,
"NLD","Netherlands","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2016","2016",,,"0","Units",,,3588.71997,,
"NLD","Netherlands","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2017","2017",,,"0","Units",,,3586.40991,,
"NLD","Netherlands","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2018","2018",,,"0","Units",,,3369.93994,,
"NLD","Netherlands","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2019","2019",,,"0","Units",,,3770.6001,,
"NLD","Netherlands","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2020","2020",,,"0","Units",,,3520.6001,,
"GBR","United Kingdom","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2005","2005","M3","Cubic metres","6","Millions",,,1530.90002,,
"GBR","United Kingdom","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2010","2010","M3","Cubic metres","6","Millions",,,889.40002,,
"DEU","Germany","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","1995","1995",,,"0","Units",,,47,,
"DEU","Germany","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","2016","2016",,,"0","Units",,,10.17238,,
"DEU","Germany","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","2019","2019",,,"0","Units",,,9.85724,,
"IRL","Ireland","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2018","2018",,,"0","Units",,,359.13889,,
"IRL","Ireland","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2019","2019",,,"0","Units",,,359.13889,,
"IRL","Ireland","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2020","2020",,,"0","Units",,,359.13889,,
"IRL","Ireland","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2021","2021",,,"0","Units",,,359.13889,,
"LVA","Latvia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2000","2000","M3","Cubic metres","6","Millions",,,285.67099,,
"LVA","Latvia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2005","2005","M3","Cubic metres","6","Millions",,,249.83299,,
"LVA","Latvia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,194.19701,,
"LVA","Latvia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,176.73599,,
"LVA","Latvia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2016","2016","M3","Cubic metres","6","Millions",,,185.858,,
"LVA","Latvia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2017","2017","M3","Cubic metres","6","Millions",,,181.118,,
"LVA","Latvia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2018","2018","M3","Cubic metres","6","Millions",,,183.35001,,
"LVA","Latvia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2019","2019","M3","Cubic metres","6","Millions",,,178.629,,
"LVA","Latvia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2020","2020","M3","Cubic metres","6","Millions",,,181.211,,
"LVA","Latvia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2021","2021","M3","Cubic metres","6","Millions",,,184.533,,
"COL","Colombia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2010","2010","M3","Cubic metres","6","Millions",,,244.104,,
"COL","Colombia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2015","2015","M3","Cubic metres","6","Millions",,,266.9119,,
"COL","Colombia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2016","2016","M3","Cubic metres","6","Millions",,,260.67514,,
"COL","Colombia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2017","2017","M3","Cubic metres","6","Millions",,,263.19211,,
"COL","Colombia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2018","2018","M3","Cubic metres","6","Millions",,,268.16098,,
"COL","Colombia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2019","2019","M3","Cubic metres","6","Millions",,,260.04816,,
"COL","Colombia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2020","2020","M3","Cubic metres","6","Millions",,,250.94521,,
"SWE","Sweden","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","1995","1995",,,"0","Units",,,69,,
"SWE","Sweden","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2000","2000",,,"0","Units",,,97,,
"SWE","Sweden","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2005","2005",,,"0","Units",,,103,"E; B","Estimated value; Break"
"SWE","Sweden","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2010","2010",,,"0","Units",,,135,,
"SWE","Sweden","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2015","2015",,,"0","Units",,,83,,
"SWE","Sweden","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2020","2020",,,"0","Units",,,81,,
"CZE","Czech Republic","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","1980","1980",,,"0","Units",,,1218,,
"CZE","Czech Republic","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","1990","1990",,,"0","Units",,,1062,,
"CZE","Czech Republic","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","1995","1995",,,"0","Units",,,836,,
"CZE","Czech Republic","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2000","2000",,,"0","Units",,,513.79999,,
"CZE","Czech Republic","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2010","2010",,,"0","Units",,,697.5,"E","Estimated value"
"CZE","Czech Republic","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2015","2015",,,"0","Units",,,439.10001,,
"CZE","Czech Republic","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2016","2016",,,"0","Units",,,514.29999,,
"CZE","Czech Republic","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2017","2017",,,"0","Units",,,481.20001,,
"CZE","Czech Republic","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2018","2018",,,"0","Units",,,408.60001,,
"CZE","Czech Republic","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2019","2019",,,"0","Units",,,359.60001,,
"CZE","Czech Republic","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2020","2020",,,"0","Units",,,289.20001,,
"CZE","Czech Republic","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2021","2021",,,"0","Units",,,264.5,,
"AUT","Austria","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","1980","1980",,,"0","Units",,,0,,
"AUT","Austria","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","1990","1990",,,"0","Units",,,0,,
"AUT","Austria","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","1995","1995",,,"0","Units",,,0,,
"AUT","Austria","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","2000","2000",,,"0","Units",,,4.3,,
"GBR","United Kingdom","SURFACE","Fresh surface water","ELEC_COOL","Production of electricity (cooling only)","2005","2005",,,"0","Units",,,927,,
"GBR","United Kingdom","SURFACE","Fresh surface water","ELEC_COOL","Production of electricity (cooling only)","2010","2010",,,"0","Units",,,188,,
"HUN","Hungary","GROUND","Fresh ground water","COOL_IND","Manufacturing cooling","1970","1970",,,"0","Units",,,107.4,,
"HUN","Hungary","GROUND","Fresh ground water","COOL_IND","Manufacturing cooling","1995","1995",,,"0","Units",,,57.3,,
"HUN","Hungary","GROUND","Fresh ground water","COOL_IND","Manufacturing cooling","2000","2000",,,"0","Units",,,45.7,,
"TUR","Türkiye","SURFACE","Fresh surface water","COOL_IND","Manufacturing cooling","2000","2000",,,"0","Units",,,77.8,,
"TUR","Türkiye","SURFACE","Fresh surface water","COOL_IND","Manufacturing cooling","2010","2010",,,"0","Units",,,78,,
"TUR","Türkiye","SURFACE","Fresh surface water","COOL_IND","Manufacturing cooling","2016","2016",,,"0","Units",,,66.85,,
"TUR","Türkiye","SURFACE","Fresh surface water","COOL_IND","Manufacturing cooling","2018","2018",,,"0","Units",,,74.33,,
"TUR","Türkiye","SURFACE","Fresh surface water","COOL_IND","Manufacturing cooling","2020","2020",,,"0","Units",,,93.53,,
"OECDAO","OECD Asia Oceania","TOTAL_ABSTRACT","Total freshwater","PERCTOT","Gross abstractions as percentage of total renewable resources","1970","1970","PC","Percentage","0","Units",,,8.8583,,
"OECDAO","OECD Asia Oceania","TOTAL_ABSTRACT","Total freshwater","PERCTOT","Gross abstractions as percentage of total renewable resources","1980","1980","PC","Percentage","0","Units",,,9.32783,,
"OECDAO","OECD Asia Oceania","TOTAL_ABSTRACT","Total freshwater","PERCTOT","Gross abstractions as percentage of total renewable resources","1990","1990","PC","Percentage","0","Units",,,10.02374,,
"OECDAO","OECD Asia Oceania","TOTAL_ABSTRACT","Total freshwater","PERCTOT","Gross abstractions as percentage of total renewable resources","1995","1995","PC","Percentage","0","Units",,,10.47192,,
"OECDAO","OECD Asia Oceania","TOTAL_ABSTRACT","Total freshwater","PERCTOT","Gross abstractions as percentage of total renewable resources","2000","2000","PC","Percentage","0","Units",,,9.79181,,
"OECDAO","OECD Asia Oceania","TOTAL_ABSTRACT","Total freshwater","PERCTOT","Gross abstractions as percentage of total renewable resources","2005","2005","PC","Percentage","0","Units",,,9.46615,,
"OECDAO","OECD Asia Oceania","TOTAL_ABSTRACT","Total freshwater","PERCTOT","Gross abstractions as percentage of total renewable resources","2010","2010","PC","Percentage","0","Units",,,10.25775,,
"OECDAO","OECD Asia Oceania","TOTAL_ABSTRACT","Total freshwater","PERCTOT","Gross abstractions as percentage of total renewable resources","2015","2015","PC","Percentage","0","Units",,,9.73053,,
"OECDAO","OECD Asia Oceania","TOTAL_ABSTRACT","Total freshwater","PERCTOT","Gross abstractions as percentage of total renewable resources","2016","2016","PC","Percentage","0","Units",,,9.20308,,
"OECDAO","OECD Asia Oceania","TOTAL_ABSTRACT","Total freshwater","PERCTOT","Gross abstractions as percentage of total renewable resources","2017","2017","PC","Percentage","0","Units",,,9.44361,,
"OECDAO","OECD Asia Oceania","TOTAL_ABSTRACT","Total freshwater","PERCTOT","Gross abstractions as percentage of total renewable resources","2018","2018","PC","Percentage","0","Units",,,9.44361,,
"OECDAO","OECD Asia Oceania","TOTAL_ABSTRACT","Total freshwater","PERCTOT","Gross abstractions as percentage of total renewable resources","2019","2019","PC","Percentage","0","Units",,,9.44361,,
"OECDAO","OECD Asia Oceania","TOTAL_ABSTRACT","Total freshwater","PERCTOT","Gross abstractions as percentage of total renewable resources","2020","2020","PC","Percentage","0","Units",,,9.44361,,
"OECDAO","OECD Asia Oceania","TOTAL_ABSTRACT","Total freshwater","PERCTOT","Gross abstractions as percentage of total renewable resources","2021","2021","PC","Percentage","0","Units",,,9.44361,,
"RUS","Russia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","1990","1990","M3","Cubic metres","6","Millions",,,14638,,
"RUS","Russia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,13636,,
"RUS","Russia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2000","2000","M3","Cubic metres","6","Millions",,,11662,,
"RUS","Russia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2005","2005","M3","Cubic metres","6","Millions",,,10603,,
"RUS","Russia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,9364,,
"RUS","Russia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,10009,,
"RUS","Russia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2016","2016","M3","Cubic metres","6","Millions",,,10685,,
"RUS","Russia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2017","2017","M3","Cubic metres","6","Millions",,,10599,,
"RUS","Russia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2018","2018","M3","Cubic metres","6","Millions",,,10690,,
"RUS","Russia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2019","2019","M3","Cubic metres","6","Millions",,,10584,,
"RUS","Russia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2020","2020","M3","Cubic metres","6","Millions",,,10251,,
"RUS","Russia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2021","2021","M3","Cubic metres","6","Millions",,,10484,,
"DEU","Germany","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","1995","1995",,,"0","Units",,,27777,,
"DEU","Germany","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2016","2016",,,"0","Units",,,11709.73242,,
"DEU","Germany","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2019","2019",,,"0","Units",,,8073.70605,,
"EST","Estonia","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","2000","2000",,,"0","Units",,,0.1,,
"EST","Estonia","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","2015","2015",,,"0","Units",,,0,,
"EST","Estonia","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","2016","2016",,,"0","Units",,,0,,
"EST","Estonia","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","2017","2017",,,"0","Units",,,0,,
"EST","Estonia","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","2018","2018",,,"0","Units",,,-0.00012,,
"EST","Estonia","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","2019","2019",,,"0","Units",,,0.44082,,
"EST","Estonia","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","2020","2020",,,"0","Units",,,0.56336,,
"EST","Estonia","GROUND","Fresh ground water","ELEC_COOL","Production of electricity (cooling only)","2021","2021",,,"0","Units",,,0.67285,,
"COL","Colombia","TOTAL_ABSTRACT","Total freshwater","PERCINT","Gross abstractions as percentage of internal resources","2010","2010","PC","Percentage","0","Units",,,3.62668,,
"COL","Colombia","TOTAL_ABSTRACT","Total freshwater","PERCINT","Gross abstractions as percentage of internal resources","2015","2015","PC","Percentage","0","Units",,,4.04297,,
"COL","Colombia","TOTAL_ABSTRACT","Total freshwater","PERCINT","Gross abstractions as percentage of internal resources","2016","2016","PC","Percentage","0","Units",,,4.48135,,
"COL","Colombia","TOTAL_ABSTRACT","Total freshwater","PERCINT","Gross abstractions as percentage of internal resources","2017","2017","PC","Percentage","0","Units",,,5.76688,,
"COL","Colombia","TOTAL_ABSTRACT","Total freshwater","PERCINT","Gross abstractions as percentage of internal resources","2018","2018","PC","Percentage","0","Units",,,5.41928,,
"COL","Colombia","TOTAL_ABSTRACT","Total freshwater","PERCINT","Gross abstractions as percentage of internal resources","2019","2019","PC","Percentage","0","Units",,,5.32031,,
"COL","Colombia","TOTAL_ABSTRACT","Total freshwater","PERCINT","Gross abstractions as percentage of internal resources","2020","2020","PC","Percentage","0","Units",,,4.99605,,
"GBR","United Kingdom","TOTAL_ABSTRACT","Total freshwater","PERCINT","Gross abstractions as percentage of internal resources","1970","1970","PC","Percentage","0","Units",,,9.65673,,
"GBR","United Kingdom","TOTAL_ABSTRACT","Total freshwater","PERCINT","Gross abstractions as percentage of internal resources","2005","2005","PC","Percentage","0","Units",,,6.39731,,
"GBR","United Kingdom","TOTAL_ABSTRACT","Total freshwater","PERCINT","Gross abstractions as percentage of internal resources","2010","2010","PC","Percentage","0","Units",,,5.12092,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2017","2017",,,"0","Units",,,264.51801,,
"PRT","Portugal","TOTAL_ABSTRACT","Total freshwater","ELEC_COOL","Production of electricity (cooling only)","2021","2021",,,"0","Units",,,1610,,
"GBR","United Kingdom","SURFACE","Fresh surface water","IRRIG","Irrigation","2005","2005","M3","Cubic metres","6","Millions",,,46.8,,
"GBR","United Kingdom","SURFACE","Fresh surface water","IRRIG","Irrigation","2010","2010","M3","Cubic metres","6","Millions",,,57,,
"COL","Colombia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2010","2010","M3CAP","Cubic metres per capita","0","Units",,,1614.53,,
"COL","Colombia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2015","2015","M3CAP","Cubic metres per capita","0","Units",,,1699.271,,
"COL","Colombia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2016","2016","M3CAP","Cubic metres per capita","0","Units",,,1862.492,,
"COL","Colombia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2017","2017","M3CAP","Cubic metres per capita","0","Units",,,2370.323,,
"COL","Colombia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2018","2018","M3CAP","Cubic metres per capita","0","Units",,,2203.195,,
"COL","Colombia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2019","2019","M3CAP","Cubic metres per capita","0","Units",,,2139.762,,
"COL","Colombia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2020","2020","M3CAP","Cubic metres per capita","0","Units",,,1988.146,,
"ESP","Spain","SURFACE","Fresh surface water","ELEC_COOL","Production of electricity (cooling only)","1970","1970",,,"0","Units",,,5000,,
"ESP","Spain","SURFACE","Fresh surface water","ELEC_COOL","Production of electricity (cooling only)","1980","1980",,,"0","Units",,,9000,,
"ESP","Spain","SURFACE","Fresh surface water","ELEC_COOL","Production of electricity (cooling only)","2000","2000",,,"0","Units",,,5917,"E","Estimated value"
"ESP","Spain","SURFACE","Fresh surface water","ELEC_COOL","Production of electricity (cooling only)","2005","2005",,,"0","Units",,,6650,"E","Estimated value"
"ESP","Spain","SURFACE","Fresh surface water","ELEC_COOL","Production of electricity (cooling only)","2010","2010",,,"0","Units",,,6300,"E","Estimated value"
"ESP","Spain","SURFACE","Fresh surface water","ELEC_COOL","Production of electricity (cooling only)","2015","2015",,,"0","Units",,,5750,"E","Estimated value"
"ESP","Spain","SURFACE","Fresh surface water","ELEC_COOL","Production of electricity (cooling only)","2016","2016",,,"0","Units",,,5620,"E","Estimated value"
"ESP","Spain","SURFACE","Fresh surface water","ELEC_COOL","Production of electricity (cooling only)","2017","2017",,,"0","Units",,,5320,"E","Estimated value"
"ESP","Spain","SURFACE","Fresh surface water","ELEC_COOL","Production of electricity (cooling only)","2018","2018",,,"0","Units",,,5450,"E","Estimated value"
"ESP","Spain","SURFACE","Fresh surface water","ELEC_COOL","Production of electricity (cooling only)","2019","2019",,,"0","Units",,,5350,,
"ESP","Spain","SURFACE","Fresh surface water","ELEC_COOL","Production of electricity (cooling only)","2020","2020",,,"0","Units",,,5500,,
"HUN","Hungary","TOTAL_ABSTRACT","Total freshwater","COOL_IND","Manufacturing cooling","1970","1970",,,"0","Units",,,304.39999,,
"HUN","Hungary","TOTAL_ABSTRACT","Total freshwater","COOL_IND","Manufacturing cooling","1995","1995",,,"0","Units",,,143.2,,
"HUN","Hungary","TOTAL_ABSTRACT","Total freshwater","COOL_IND","Manufacturing cooling","2000","2000",,,"0","Units",,,95,"B","Break"
"SVK","Slovak Republic","SURFACE","Fresh surface water","COOL_IND","Manufacturing cooling","2015","2015",,,"0","Units",,,34.5,,
"SVK","Slovak Republic","SURFACE","Fresh surface water","COOL_IND","Manufacturing cooling","2016","2016",,,"0","Units",,,30.6,,
"SVK","Slovak Republic","SURFACE","Fresh surface water","COOL_IND","Manufacturing cooling","2017","2017",,,"0","Units",,,28.7,,
